Label,Min RR,Max RR,AVG RR,Median RR,Skew RR,Kurtosis RR,Min PR,Max PR,AVG PR,Median PR,Skew PR,Kurtosis PR,Min QT,Max QT,AVG QT,Median QT,Skew QT,Kurtosis QT,Min QRS,Max QRS,AVG QRS,Median QRS,Skew QRS,Kurtosis QRS
N,299,375,317.1818181818182,314.0,1.599963627528932,3.1850576559382517,59,72,62.91304347826087,61.0,0.8174613858485442,-0.5075062425356944,75,139,127.45454545454545,129.5,-3.126520281188555,10.307970607327272,0.05,0.16111111111111112,0.05808080808080809,0.05277777777777778,4.273651652993094,16.544241038304886
N,284,352,307.04545454545456,301.0,1.2099066771521125,1.1036229426120752,29,67,59.08695652173913,60.0,-2.980755579423621,10.230743665791595,60,139,121.13636363636364,129.5,-1.9480663848380813,2.383769421382965,0.04722222222222222,0.1638888888888889,0.06540404040404041,0.05277777777777778,2.284134785696884,3.510804043056817
N,294,332,309.6363636363636,307.5,0.4402138075790978,-0.7223050943092346,35,67,60.608695652173914,62.0,-3.0926400108485983,10.543143821219715,64,138,118.04545454545455,131.5,-1.204334980204045,-0.2663146043131497,0.05,0.19166666666666668,0.07992424242424244,0.05416666666666667,1.2112642728622012,-0.2109018352531571
N,289,369,305.04347826086956,300.0,2.9773851344302167,9.936622845041603,57,66,60.958333333333336,61.0,0.35668121684182774,-0.15683466534334833,78,136,126.65217391304348,128.0,-3.7194235395497874,13.888661221632066,0.04722222222222222,0.17222222222222222,0.05929951690821257,0.05277777777777778,4.027063948985799,15.178931574922416
N,293,333,311.3636363636364,308.5,0.4715744421469848,-0.8357435220717062,47,67,61.21739130434783,62.0,-2.175592570329663,6.130726414011638,63,139,122.0909090909091,128.5,-2.0327819753001983,2.655577491048647,0.05,0.18055555555555555,0.06641414141414143,0.05277777777777778,2.317574953386541,3.7076546694355077
N,289,328,306.6818181818182,307.0,0.27652281439065846,-0.4293652691083891,56,65,61.608695652173914,62.0,-0.4383358556917376,-0.18706260368795435,107,143,129.6818181818182,129.0,-0.7420970351423689,1.134345136959376,0.04722222222222222,0.058333333333333334,0.0523989898989899,0.05277777777777778,0.012996544824610757,-0.5586274184341438
N,140,332,292.2916666666667,300.0,-3.6206647640040748,13.806403023630345,55,63,59.0,59.0,-0.19108079513500176,-0.9313628248363424,55,137,121.29166666666667,129.0,-2.037136266657056,2.6837930606667637,0.04722222222222222,0.175,0.06608796296296297,0.05277777777777778,2.1975248084780747,3.472583410697532
N,273,351,299.30434782608694,299.0,1.4779464158829339,3.5451153782625395,53,65,58.833333333333336,59.0,-0.22459936627983831,-0.5131912520281232,68,138,124.6086956521739,128.0,-2.5033343902831615,5.129653750605254,0.04722222222222222,0.15555555555555556,0.056521739130434796,0.05277777777777778,4.335848692655596,17.240085216807575
N,293,333,315.72727272727275,317.0,-0.605467538257092,0.2448101918021357,57,69,63.17391304347826,63.0,0.015832247897960106,-0.835931765018346,116,140,128.6818181818182,128.5,-0.03034942796763645,0.3136920430851675,0.05,0.05555555555555555,0.05315656565656566,0.05277777777777778,-0.2667310947994,-1.622293113154437
N,301,339,320.1818181818182,319.0,0.09456876839357942,-1.3116253909185995,58,75,65.1304347826087,65.0,0.6423348503160683,1.1543888055747447,60,140,123.54545454545455,131.0,-2.1117628121221,3.3681478341331035,0.05,0.20833333333333334,0.07070707070707072,0.05555555555555555,2.5335793381868226,5.038823871037318
