Label,Min RR,Max RR,AVG RR,Median RR,Skew RR,Kurtosis RR,Min PR,Max PR,AVG PR,Median PR,Skew PR,Kurtosis PR,Min QT,Max QT,AVG QT,Median QT,Skew QT,Kurtosis QT,Min QRS,Max QRS,AVG QRS,Median QRS,Skew QRS,Kurtosis QRS
N,336,385,361.4736842105263,360.0,0.10973281379381612,0.40832219199490005,57,76,68.78947368421052,71.0,-0.9098413313639089,-0.8485306789102967,63,143,88.3157894736842,82.0,1.2702010872159406,0.4782185816801965,0.03333333333333333,0.15555555555555556,0.11695906432748539,0.12222222222222222,-0.9388163457575001,0.7679344889268291
N,299,377,354.8421052631579,356.0,-2.068074581060311,5.923395629715236,66,76,72.05263157894737,73.0,-0.7742968191788345,-0.2897606749311281,69,84,78.3157894736842,79.0,-0.5713141535622316,-0.7083728892202217,0.09444444444444444,0.1638888888888889,0.13815789473684212,0.1388888888888889,-1.0723268321012196,0.6603566329337838
N,347,381,363.5263157894737,364.0,-0.047852682475790255,-0.6901924622245326,55,84,70.42105263157895,73.0,-0.1347672562861982,-1.6338365416005458,113,143,128.47368421052633,127.0,0.038702781489911624,-0.9336143177426894,0.08055555555555556,0.1,0.09283625730994151,0.09166666666666666,-0.430257567599592,-0.5494165861610982
N,345,388,362.63157894736844,363.0,0.6046506824627776,0.11414713151777134,57,80,71.3157894736842,72.0,-1.1920217430954063,1.671190538721791,73,143,90.05263157894737,81.0,1.5860436909994264,0.8648199127287919,0.030555555555555555,0.15833333333333333,0.1239766081871345,0.13333333333333333,-1.9843188342430669,4.039673128606741
N,359,375,369.63157894736844,371.0,-1.1779952651853238,0.09530409714105259,70,81,72.89473684210526,72.0,1.8887427746647618,3.7146717201755077,75,85,80.47368421052632,81.0,-0.36136460006730936,-1.0755443463261227,0.03888888888888889,0.14722222222222223,0.1286549707602339,0.1361111111111111,-2.5103226735023068,4.9760717931336185
N,147,385,350.6,362.0,-3.652641712191578,12.55200184142637,62,85,72.85714285714286,72.0,0.36741890612656025,0.2729781987297306,70,194,85.5,79.0,3.5998234471698822,12.069902317418927,0.030555555555555555,0.16666666666666666,0.1284722222222222,0.1361111111111111,-2.179048177940652,4.46276134609979
N,331,385,352.94736842105266,349.0,0.6836797696978837,0.30755240319748056,55,74,66.5,69.5,-0.5178854830567083,-1.267970530286285,59,86,78.52631578947368,80.0,-1.7126880858947886,2.1826349374427503,0.03611111111111111,0.14444444444444443,0.08874269005847951,0.08888888888888889,0.13906343337213115,0.07621972432514923
N,321,388,351.6,349.0,0.507538210586306,0.18461997813919107,56,75,69.55,71.0,-1.3059221694233554,0.4751319604402853,54,85,74.7,74.5,-1.083763985400339,2.269099744849216,0.06388888888888888,0.16111111111111112,0.12069444444444448,0.13194444444444442,-0.4987869248630034,-0.7842508146463851
N,120,354,331.04761904761904,343.0,-4.062483311256821,15.037305403075255,51,75,60.0,59.0,0.9187748087346912,0.4097307042013125,69,144,79.61904761904762,75.0,3.4918020861689105,11.946599182429743,0.08055555555555556,0.1638888888888889,0.09232804232804234,0.08888888888888889,3.542894946236869,12.257844387952954
N,303,404,349.95,349.0,0.41878288227166943,2.507930431463633,57,74,68.0952380952381,70.0,-0.9072123983096447,-0.2032988645796081,70,114,80.35,77.5,1.9503455019110052,3.7149137253510895,0.08055555555555556,0.18888888888888888,0.12541666666666668,0.13194444444444445,0.359039561231877,0.1706324852597203
