Label,Min RR,Max RR,AVG RR,Median RR,Skew RR,Kurtosis RR,Min PR,Max PR,AVG PR,Median PR,Skew PR,Kurtosis PR,Min QT,Max QT,AVG QT,Median QT,Skew QT,Kurtosis QT,Min QRS,Max QRS,AVG QRS,Median QRS,Skew QRS,Kurtosis QRS
/,282,372,305.3478260869565,303.0,2.151465683529875,6.043177868948716,57,77,63.26086956521739,62.0,0.8951573722846042,0.2113691844775949,66,110,98.04347826086956,101.0,-1.7808869371213005,3.75986860809501,0.09166666666666666,0.19722222222222222,0.132487922705314,0.13333333333333333,1.3208207128129787,4.284747869603038
/,266,326,298.4782608695652,301.0,-0.3179405612295462,0.17266976786869837,44,78,64.75,65.0,-0.5172057250902363,0.19200210387902716,89,113,99.91304347826087,100.0,0.45746911783884214,-0.5088428675804622,0.08333333333333333,0.1361111111111111,0.12367149758454107,0.12777777777777777,-1.9831997075498413,4.783264463449893
/,283,320,300.39130434782606,301.0,0.12284652283560286,-1.0433690402625506,56,83,64.70833333333333,64.0,1.2742522511135497,2.643505911346434,90,109,102.1304347826087,103.0,-0.8277816620746814,0.07333685762611308,0.11388888888888889,0.1388888888888889,0.1286231884057971,0.12777777777777777,-0.19512815002609726,-1.4554966310609858
/,282,319,301.82608695652175,300.0,-0.0016070553169766054,-0.8939251526387224,56,77,65.16666666666667,64.5,0.6282215943426501,1.4796328092981614,80,108,96.26086956521739,97.0,-0.5817120891398919,-0.21529900499725096,0.09722222222222222,0.13333333333333333,0.12161835748792271,0.12222222222222222,-0.5236224716301706,-0.41072767809841526
/,215,387,292.125,299.5,-0.20528918578241515,0.4058468514375648,48,84,66.20833333333333,66.5,0.09923420495995897,-0.3830408358272206,78,126,99.29166666666667,97.0,0.5816092215344337,0.3134373330485909,0.03333333333333333,0.1361111111111111,0.10891203703703704,0.11666666666666667,-1.3200911052592816,0.19815313372063548
/,278,323,299.4347826086956,299.0,-0.00674821594958797,-0.9586680196711215,56,86,63.125,61.5,1.50581130908762,2.4380981262198427,73,113,99.21739130434783,97.0,-0.8699123108698392,0.9339168199792636,0.05555555555555555,0.20555555555555555,0.12246376811594202,0.11944444444444445,0.9733844072411575,7.386828234975159
/,278,331,304.2608695652174,306.0,-0.035523293550095286,-0.4207530210296526,42,73,62.25,62.0,-1.325360711826278,3.6773330786130485,86,116,101.73913043478261,102.0,-0.19432865121948822,0.8988351525451623,0.11388888888888889,0.1527777777777778,0.12753623188405797,0.13055555555555556,0.7727489014172197,0.36369339574191484
/,286,320,301.77272727272725,300.5,0.2769092488565131,-0.9183905432183166,54,92,64.65217391304348,63.0,1.982896447193248,5.20669113118333,90,114,101.68181818181819,102.0,-0.059177370126118824,0.14443341767131468,0.11944444444444445,0.1527777777777778,0.13345959595959597,0.13333333333333333,0.4244693483085992,0.14710702151155086
/,281,324,301.7391304347826,303.0,-0.02422723847802822,-0.9798955264202873,56,79,62.958333333333336,61.5,1.4527290969072326,2.2362979134404224,76,125,98.3913043478261,98.0,0.08181810429755766,1.2971042858654291,0.058333333333333334,0.21388888888888888,0.1247584541062802,0.11666666666666667,1.0990592125475946,5.419794028609344
/,147,323,282.75,293.5,-1.894765372516882,3.20514821371724,45,100,60.92,60.0,2.258384616876942,7.049471372979131,60,124,99.78260869565217,102.0,-1.3548411414699455,2.3098621460168083,0.06388888888888888,0.41944444444444445,0.1366898148148148,0.125,3.13239628715058,10.873269807664574
/,244,325,292.69565217391306,299.0,-1.1678787425539858,0.7224682454903069,46,72,60.208333333333336,60.5,-0.41933931368720706,0.6839189569381641,62,136,95.0,98.0,-0.10143647790504448,0.18351785248508978,0.058333333333333334,0.1388888888888889,0.11304347826086956,0.11944444444444445,-0.9141903447848911,-0.29724364581806917
/,247,322,297.1304347826087,299.0,-1.3975526938394138,1.996922892807361,40,84,62.208333333333336,60.5,0.30796612963406444,0.7209466788995527,66,126,100.0,101.0,-0.7911035828253249,4.8243441973698,0.06944444444444445,0.15,0.125,0.13055555555555556,-1.6009336800274208,2.2457831631357017
