Label,Min RR,Max RR,AVG RR,Median RR,Skew RR,Kurtosis RR,Min PR,Max PR,AVG PR,Median PR,Skew PR,Kurtosis PR,Min QT,Max QT,AVG QT,Median QT,Skew QT,Kurtosis QT,Min QRS,Max QRS,AVG QRS,Median QRS,Skew QRS,Kurtosis QRS
R,120,557,313.22727272727275,233.5,0.5950194714558705,-1.3784615287146942,43,67,51.78260869565217,50.0,1.2819514704864854,0.844448511383844,35,113,55.142857142857146,48.0,1.8860653563230836,3.949818191025913,0.016666666666666666,0.375,0.09532828282828283,0.07916666666666666,2.460034309840968,6.155764261572978
V,121,546,301.60869565217394,234.0,0.5417991982748246,-1.3416809263409595,25,68,50.458333333333336,49.0,-0.6518572064967826,3.0714688523811002,34,104,60.68181818181818,54.0,0.8411999939827989,-0.6778110133099573,0.016666666666666666,0.3277777777777778,0.10096618357487921,0.08888888888888889,2.3414681737492393,7.477514411827521
!,109,376,180.64102564102564,153.0,1.1821277587768246,0.31138804904779915,28,62,42.875,43.0,0.1959896167807144,-1.1292586442299684,28,104,73.35135135135135,72.0,-0.496472194927799,-0.11413719048449344,0.016666666666666666,0.24444444444444444,0.12777777777777777,0.1361111111111111,-0.24106927055092864,-0.28711012907669575
V,149,528,294.0869565217391,275.0,0.4450141193311976,-0.42084779719755616,42,78,58.583333333333336,56.0,0.21103822240986436,-0.41549578207182547,35,107,77.1,78.5,-0.4422304951730546,-0.9809347020406682,0.03333333333333333,0.1638888888888889,0.11038647342995168,0.11388888888888889,-0.49372502857406175,0.07272487020773877
L,201,492,340.95,342.5,0.07273904802545714,0.7153853870844533,65,79,71.1,71.5,0.3331018721230263,-0.9957098744817148,43,90,72.52941176470588,76.0,-0.9490975442666884,-0.3031632997090137,0.06944444444444445,0.15555555555555556,0.1073611111111111,0.10138888888888889,0.41130082610433755,-0.721359347742756
L,291,366,340.95,346.5,-1.3485056469038343,2.261534386273321,61,85,71.05,72.0,0.17421471696332647,0.047239112695779184,65,89,77.35,76.5,-0.06700662374292751,-1.461363104776116,0.08888888888888889,0.15,0.10680555555555557,0.10694444444444445,1.2411633637773072,1.9571140913112277
L,122,504,300.69565217391306,288.0,0.2252288634644292,-0.35606670171423405,42,78,61.869565217391305,61.0,-0.14205848493970172,0.9691802223472163,63,108,84.94736842105263,85.0,0.18043452191327233,-0.7548423897087724,0.07777777777777778,0.1638888888888889,0.11183574879227055,0.1111111111111111,0.5420501885114346,-0.2471073755454456
R,198,468,335.85,313.0,0.06327821111415619,-1.5503596291961772,52,104,72.3,68.5,1.0689047279913633,0.7168288634863105,30,166,93.2,100.5,-0.11536673170414473,-0.4254667893532913,0.013888888888888888,0.30833333333333335,0.12416666666666668,0.12361111111111112,0.4611615966450091,-0.6382405124548383
R,219,462,340.95,347.5,0.06793712378599988,-1.586677756633556,66,81,71.57142857142857,71.0,1.013997870853726,0.41617133780312576,48,175,112.55,107.5,0.5513986021721062,0.6909067012247299,0.013888888888888888,0.41388888888888886,0.12430555555555553,0.13333333333333333,1.5895329267048077,3.6843378482489237
V,151,524,330.04761904761904,251.0,0.33688054884486784,-1.7390334511682666,45,79,54.59090909090909,53.5,2.162070105883348,4.2548620567465925,31,89,69.52380952380952,72.0,-1.0509137745304864,0.8729115671439813,0.019444444444444445,0.18888888888888888,0.08743386243386242,0.08611111111111111,1.127205760428856,3.407854242008356
