Label,Min RR,Max RR,AVG RR,Median RR,Skew RR,Kurtosis RR,Min PR,Max PR,AVG PR,Median PR,Skew PR,Kurtosis PR,Min QT,Max QT,AVG QT,Median QT,Skew QT,Kurtosis QT,Min QRS,Max QRS,AVG QRS,Median QRS,Skew QRS,Kurtosis QRS
A,275,331,295.60869565217394,295.0,1.053874179105097,0.8392785128924127,37,66,57.416666666666664,60.0,-1.2728396975438048,2.309663680364239,40,96,75.56521739130434,76.0,-0.9205194025885642,1.9152757472674065,0.03888888888888889,0.17222222222222222,0.07777777777777779,0.044444444444444446,1.0676155483586398,-0.8047651267388471
N,265,324,293.4583333333333,294.5,0.04540718109262695,0.18254120569301602,49,68,60.125,61.0,-0.8124994637598596,1.1446229687951845,59,90,77.33333333333333,77.5,-0.7357337897709627,1.001692826920337,0.06388888888888888,0.20555555555555555,0.16678240740740743,0.16944444444444445,-1.7996794180579032,3.8757869954898796
N,275,306,291.95652173913044,290.0,0.0916528750517929,-0.9409129695053409,50,68,59.208333333333336,60.0,-0.13070592054743288,0.22615057300921038,73,92,80.69565217391305,80.0,0.46717513452862575,-0.7121228285680243,0.16666666666666666,0.21666666666666667,0.18357487922705315,0.18055555555555555,0.7041716765760531,-0.6136609368955761
N,278,309,291.5833333333333,291.5,0.14814296546112204,-0.8987173689946335,47,66,54.2,52.0,0.7066351288559968,-0.8037013333333345,63,111,80.79166666666667,80.5,0.625571593164501,0.7836839478267423,0.041666666666666664,0.06111111111111111,0.04513888888888889,0.044444444444444446,1.8225804030571087,3.497427779976248
N,277,311,292.0833333333333,289.5,0.4443296383000212,-0.7773773185481616,54,63,59.12,60.0,-0.5618374683941907,-0.6608301138825112,72,91,79.33333333333333,78.0,0.4291844532836525,-0.6370497660827552,0.1638888888888889,0.2111111111111111,0.17962962962962967,0.17777777777777778,0.7632582279790284,-0.3826094695621296
N,276,306,290.5652173913044,293.0,-0.0843705245146264,-0.7475140254610131,53,66,58.625,60.0,0.011219344494243886,-0.9367271314846763,66,91,78.43478260869566,78.0,0.20108063864319312,-0.03546589385558363,0.14166666666666666,0.20833333333333334,0.17475845410628016,0.17222222222222222,0.39431208006150525,0.23646642143136498
N,271,313,290.3478260869565,290.0,0.3132651278271193,-0.6396065830158029,32,67,57.75,60.0,-2.4420830206330013,7.296193157150526,40,99,75.69565217391305,76.0,-1.445356286340086,5.442831969797984,0.04722222222222222,0.19722222222222222,0.15132850241545892,0.16944444444444445,-1.5585271802569343,0.7680391792003771
N,272,302,285.0,283.5,0.3333285209379284,-0.9136607383974384,52,64,57.76,57.0,0.2354986721470467,-1.1333110486158535,54,88,75.58333333333333,75.0,-1.141443497285489,3.448050595610252,0.1111111111111111,0.20277777777777778,0.16678240740740738,0.16805555555555557,-1.1916472505125795,3.034761912692809
N,277,306,290.1304347826087,289.0,0.11653442169951822,-0.9280219440697106,53,67,59.75,60.0,0.022819171831860767,-0.3689970637482105,61,90,76.82608695652173,77.0,-0.2219849167566704,0.1768501362746604,0.11944444444444445,0.2111111111111111,0.16968599033816423,0.16944444444444445,-0.30352519062297095,1.0327159693318047
A,276,313,293.1304347826087,294.0,0.00041162416372772927,-1.0404541065678992,40,66,57.208333333333336,60.0,-0.6665099647952171,-0.3230020076156759,69,98,80.91304347826087,80.0,0.5118692154780526,-0.16662360533106302,0.03888888888888889,0.18333333333333332,0.0810386473429952,0.04722222222222222,1.0119419853408924,-0.864297176230735
A,271,314,290.0833333333333,288.0,0.3130564886010618,-0.7250435900119543,39,63,56.24,58.0,-0.9723000768747652,1.072960015228273,62,113,81.78260869565217,80.0,0.5964459678398458,-0.5901924393681246,0.03888888888888889,0.13055555555555556,0.04895833333333333,0.043055555555555555,3.871194987846998,14.587000056362921
N,173,309,285.8333333333333,295.0,-2.5323580011381206,6.315605999964948,52,109,63.166666666666664,60.0,3.068035136804973,10.644254866251499,53,118,79.04166666666667,77.0,1.351525266656074,5.228274684782301,0.044444444444444446,0.2861111111111111,0.13518518518518519,0.1638888888888889,-0.13807050335724627,-0.8371303814529427
N,276,311,294.04347826086956,294.0,-0.2651922371438773,-0.5060332951614832,53,68,60.166666666666664,60.0,0.07020758258629517,-0.7622018520766884,56,89,76.82608695652173,77.0,-0.9004051043993245,1.2439221680158177,0.11944444444444445,0.19722222222222222,0.17004830917874394,0.17222222222222222,-0.8923114432924005,0.7793504765172039
A,258,310,290.3333333333333,292.5,-0.7747777945998064,0.14308215989057693,53,66,59.64,60.0,-0.27892061531362733,0.23171135350741334,64,110,80.25,79.0,1.4564072501636198,3.2363999655033036,0.06111111111111111,0.2638888888888889,0.17500000000000002,0.175,-0.7237400819218239,4.063906425018687
N,156,309,284.875,289.0,-3.995124313349704,15.681949047823085,49,67,54.666666666666664,53.0,0.909874337213849,-0.3866725761772831,69,102,80.91666666666667,78.5,0.7335423063130747,-0.34706524516134696,0.041666666666666664,0.2,0.05324074074074075,0.04722222222222222,4.462047339979488,18.300645231494535
N,276,307,289.60869565217394,288.0,0.4116568222850878,-0.887930273231786,52,73,58.625,58.5,0.9427981501823897,0.8721268961090844,74,87,78.52173913043478,77.0,0.8989286253902072,-0.2214145122042357,0.05,0.2,0.17077294685990332,0.17222222222222222,-3.602159674473017,13.484524903053195
N,263,313,288.17391304347825,287.0,0.3059441645304122,-0.7266565093064554,51,67,57.875,56.5,0.4740835420478368,-0.41865935729094605,69,87,76.6086956521739,76.0,0.5302176451072774,0.5222613894733343,0.1527777777777778,0.19722222222222222,0.16980676328502411,0.16666666666666666,0.8481669895793168,0.28888325003205306
A,260,312,284.9583333333333,287.0,0.042704943666051536,-0.886525813988273,33,72,56.16,56.0,-0.8841761002203341,1.1478146394096456,36,87,73.41666666666667,77.0,-1.7103429508637162,2.4905941064787296,0.03888888888888889,0.20277777777777778,0.1483796296296296,0.16805555555555557,-1.210552226321829,0.25617783489492796
N,248,290,265.6923076923077,265.0,0.19893737967128503,-1.053191471696809,47,72,54.2962962962963,53.0,1.4733600748728444,1.8951491727177245,38,104,71.26923076923077,70.5,0.0757984526976238,1.9276097783724104,0.03888888888888889,0.19722222222222222,0.06666666666666667,0.044444444444444446,1.714603234127429,1.427659204383148
N,235,299,273.92,276.0,-0.6176403001035693,-0.2111361497973392,51,66,57.57692307692308,58.0,0.18908993848682223,-0.5466499150809008,59,90,73.36,75.0,-0.11118432965660492,-0.8002424754393842,0.022222222222222223,0.19722222222222222,0.15555555555555553,0.16666666666666666,-1.9880764129822046,5.049409438298319
N,248,299,276.08,275.0,0.08395908637715284,0.6101765314993663,35,65,55.23076923076923,55.0,-1.583604511411946,5.278887864470423,38,88,73.32,74.0,-2.0942233464740907,6.069247993844932,0.041666666666666664,0.18333333333333332,0.14377777777777775,0.15833333333333333,-1.5837946434691108,0.9741567169500747
N,252,297,273.76,274.0,0.1584753338138971,-0.5085803361607826,52,66,56.11538461538461,55.0,1.2783647614182512,1.543557464691137,61,82,73.84,76.0,-0.612367201886538,-0.8305569161741193,0.12777777777777777,0.18888888888888888,0.16255555555555556,0.16944444444444445,-0.59182045562762,-0.6387115829241226
N,235,292,262.7692307692308,264.0,0.023656204817342357,-0.9417518433440519,47,72,56.888888888888886,56.0,0.7031130599959253,0.07471291267213775,58,83,70.26923076923077,71.5,-0.07572056706310328,-1.3948730984002582,0.041666666666666664,0.18055555555555555,0.1439102564102564,0.15416666666666667,-1.4782291392509712,2.096221578511309
A,259,304,280.8,277.0,0.4432929968800448,-0.8748375553420691,37,62,51.69230769230769,52.0,-1.369501970751354,3.685537883927376,37,110,76.16666666666667,77.0,-0.42779135889239983,2.5529699998845095,0.03888888888888889,0.14166666666666666,0.051333333333333335,0.044444444444444446,3.593250079638968,13.22410951441299
N,152,299,269.6923076923077,274.0,-3.7823409857631307,15.197694000298789,47,66,53.74074074074074,52.0,1.1253721696570462,0.40673695698930423,65,101,80.8076923076923,78.5,0.6817992378169818,-0.8106262889989968,0.03888888888888889,0.20277777777777778,0.05202991452991453,0.044444444444444446,4.633214991456332,20.009535471668197
N,259,325,286.9583333333333,288.0,0.47610769928230795,0.05614470906737434,49,62,53.72,53.0,0.8393434679746624,-0.11772647010785553,60,96,79.41666666666667,79.5,-0.295846772013986,-0.546524856499055,0.03888888888888889,0.16666666666666666,0.050462962962962966,0.044444444444444446,4.36446531140592,17.73190821520871
N,276,307,291.4347826086956,293.0,0.022359507810517702,-1.0050109437689534,52,67,59.541666666666664,60.0,-0.07131400226646759,-0.450310278459388,72,89,79.04347826086956,76.0,0.5545000830405802,-1.047649204387788,0.15833333333333333,0.20833333333333334,0.17693236714975843,0.17222222222222222,0.47340906569200175,-0.8559695637119074
N,240,306,278.32,281.0,-0.7436713562864086,0.630143628391099,53,67,57.76923076923077,58.0,0.5267511195149438,-0.0910223785762394,54,85,74.2,78.0,-0.9678279321758604,-0.4665203330781593,0.05,0.2,0.15966666666666668,0.17222222222222222,-1.442783425839129,2.0445626865753033
N,269,305,281.08,280.0,1.2303588450888294,0.8868011325997371,52,67,57.76923076923077,56.0,0.961266406779757,0.055241753387108794,68,87,77.76,76.0,0.20531538173877575,-0.7504642403647361,0.1527777777777778,0.20277777777777778,0.17588888888888887,0.175,0.1929410556851175,-0.8508392706449488
N,258,297,281.0416666666667,280.0,-0.3932560373043692,0.21928905147534028,53,66,58.24,59.0,0.12018634463422863,-0.8397938611477724,54,82,75.125,77.0,-1.8815958930363637,4.894678384500514,0.1111111111111111,0.18888888888888888,0.1690972222222222,0.17222222222222222,-2.0261394706811036,5.451482243842031
N,268,299,283.7083333333333,283.0,0.22567856793602825,-0.8205210046277243,47,60,52.76,52.0,0.45149646403228677,-0.5556003964208935,60,106,78.70833333333333,77.5,0.5572427828935621,0.8572996502333461,0.03888888888888889,0.05555555555555555,0.044791666666666674,0.043055555555555555,0.9001367229815468,-0.1727865482090718
N,260,299,279.5416666666667,276.5,0.05920265187462387,0.2751879906276251,53,67,56.8,55.0,1.2038351089873025,1.2353656643030932,63,85,75.95833333333333,75.0,-0.6311514377904471,0.8304771586653303,0.1361111111111111,0.19722222222222222,0.16782407407407407,0.16666666666666666,-0.1586148747261803,1.0958763293978784
N,154,304,272.12,279.0,-2.6197907519902137,6.992769317064026,47,64,56.96153846153846,56.0,-0.35129657897507205,0.5407437526827654,41,90,75.32,77.0,-2.2111437169538184,6.15796805764491,0.12222222222222222,0.2361111111111111,0.17488888888888887,0.17222222222222222,0.5299816049794416,2.652937971407768
N,248,298,270.0,270.0,0.39138078670380955,-0.3130707908163268,41,71,56.111111111111114,56.0,-0.004562148588951991,1.0208108103545026,59,93,74.72,75.0,0.008972686826245913,-0.2144773619759608,0.03611111111111111,0.2111111111111111,0.1472222222222222,0.1597222222222222,-1.0528817863347852,0.3645357760227457
N,258,305,280.64,281.0,0.11862447076724304,-0.6195393947806203,48,67,57.61538461538461,58.0,-0.043694078064677684,-0.24000769467528515,59,81,72.4,74.0,-0.936102885257335,-0.04633670568008608,0.125,0.18888888888888888,0.1612222222222222,0.1638888888888889,-0.7282823713205476,-0.21065967553603926
N,115,308,275.4,285.0,-3.3604319218255583,12.360975828785511,46,68,55.84615384615385,55.0,0.6191695734317352,-0.09021302262590858,49,83,70.96,72.0,-0.7330552234733371,0.24814859179017335,0.03611111111111111,0.23055555555555557,0.1111111111111111,0.125,0.052266573337023225,-1.3759713230159876
