Label,Min RR,Max RR,AVG RR,Median RR,Skew RR,Kurtosis RR,Min PR,Max PR,AVG PR,Median PR,Skew PR,Kurtosis PR,Min QT,Max QT,AVG QT,Median QT,Skew QT,Kurtosis QT,Min QRS,Max QRS,AVG QRS,Median QRS,Skew QRS,Kurtosis QRS
N,157,275,210.96969696969697,215.0,0.059133058423713816,-1.3174207313348276,37,84,54.55882352941177,49.0,0.7693090197136205,-0.6312750536155565,40,118,80.06060606060606,72.0,0.1734845332876643,-0.9839412681913529,0.025,0.25555555555555554,0.1254208754208754,0.11388888888888889,0.46208657000132514,-0.31752458812960027
N,106,449,252.21428571428572,262.0,0.4745615610143176,-0.5798439505683888,44,104,58.689655172413794,55.0,1.9571071803728801,4.424589246455067,47,114,81.0,74.5,0.14052470908787237,-1.3349180435846284,0.03333333333333333,0.16666666666666666,0.10595238095238095,0.1,0.30025803629186687,-0.8085220733909306
N,129,454,394.6470588235294,436.0,-1.9047649953923553,2.2730478114716854,53,99,60.05555555555556,57.0,2.5910125045090733,5.536895821760256,58,193,86.17647058823529,73.0,2.0251946426245926,3.1878516878098164,0.06111111111111111,0.5638888888888889,0.12434640522875817,0.09444444444444444,3.3095635722987145,9.891176722098933
N,109,444,293.9583333333333,311.0,-0.21856784972704363,-1.5022810719493012,52,117,73.04166666666667,59.0,0.9004344795463616,-1.12415429293233,46,147,74.33333333333333,70.0,1.4315334631759578,2.3189819768183906,0.06388888888888888,0.16666666666666666,0.10416666666666667,0.10138888888888889,0.7764778898020992,0.06613535637424839
N,119,453,392.5882352941176,436.0,-1.8355492780518428,1.784808244821579,51,103,64.77777777777777,56.5,1.3629279452917666,0.004851345699792731,58,192,79.23529411764706,71.0,2.559236090014578,5.642311509745367,0.06388888888888888,0.4361111111111111,0.11503267973856207,0.09166666666666666,3.510835125583505,10.952397211694416
N,132,262,204.08823529411765,196.5,0.01628207799919205,-1.3218541202192209,34,74,43.68571428571428,42.0,1.980389003299668,3.5830817078854444,36,107,58.705882352941174,57.0,0.8995570919042646,0.48441095834764436,0.011111111111111112,0.26666666666666666,0.10204248366013073,0.07222222222222222,0.8403160239874645,-0.5770817568003621
N,113,444,362.72222222222223,429.0,-1.1564390445647124,-0.21182169973461118,52,114,69.52631578947368,57.0,1.1370288831325372,-0.3123506245830008,60,118,83.5,83.5,0.5672269575004724,-0.5806612519139187,0.07222222222222222,0.17222222222222222,0.10601851851851851,0.09583333333333333,1.1135256739542672,-0.019221112738668555
N,114,436,257.5769230769231,253.0,0.5375571224540802,-0.7984774635477527,32,101,60.48148148148148,55.0,0.8938654515665097,0.3670420244482502,35,116,72.53846153846153,74.0,0.13214274280363386,-0.4289416109846549,0.03611111111111111,0.20277777777777778,0.09551282051282052,0.09444444444444444,0.8193928024794874,1.7342934558263163
N,137,279,215.0,218.5,0.04645989316739762,-1.567491466391812,38,83,49.84848484848485,47.0,1.8659257473317001,3.8948337155782244,35,115,65.8125,64.5,0.6430425110365976,-0.48665884155365147,0.008333333333333333,0.26666666666666666,0.09053819444444444,0.0763888888888889,1.1388822157257479,0.2779164747467786
N,264,441,405.6470588235294,422.0,-2.1169246645717723,3.3863741853050104,52,99,59.55555555555556,55.5,2.5304179593193092,4.906305343277048,50,179,90.47058823529412,86.0,1.2730136133365166,1.6060147391644737,0.058333333333333334,0.4,0.11911764705882352,0.10555555555555556,3.2736442390107094,9.93367981867467
