Label,Min RR,Max RR,AVG RR,Median RR,Skew RR,Kurtosis RR,Min PR,Max PR,AVG PR,Median PR,Skew PR,Kurtosis PR,Min QT,Max QT,AVG QT,Median QT,Skew QT,Kurtosis QT,Min QRS,Max QRS,AVG QRS,Median QRS,Skew QRS,Kurtosis QRS
N,257,304,271.03846153846155,266.0,1.4093654054913127,1.5989140617206248,39,61,56.48148148148148,58.0,-2.41244375711717,6.905543704378012,72,87,80.0,81.5,-0.24973316386167263,-1.2558924851241133,0.06944444444444445,0.15833333333333333,0.08568376068376068,0.07777777777777778,2.0059441638690694,2.6574916954935404
V,255,300,273.56,273.0,0.7125839510841999,1.6736140666865262,30,76,54.42307692307692,55.5,-0.9956362736755918,1.2311873318906228,47,98,81.91666666666667,83.0,-1.8517390578700517,5.951547614820846,0.06944444444444445,0.2777777777777778,0.10244444444444444,0.08055555555555556,2.155501043180319,3.378458964492798
N,253,293,270.6,269.0,0.5742100687853466,1.2506046748303214,53,63,58.23076923076923,58.5,-0.11692148931831224,-0.48118473832490194,73,94,81.28,81.0,0.466747763940464,-0.5665179854899081,0.06666666666666667,0.08611111111111111,0.0768888888888889,0.07777777777777778,0.008522727272722595,-0.40849433952599057
V,182,364,273.24,270.0,0.14347235082276058,4.017014228252527,35,69,57.30769230769231,59.0,-1.7089549044030043,3.9592219800099047,73,135,84.16,83.0,3.125617541225003,10.795236788704257,0.06666666666666667,0.14722222222222223,0.084,0.07777777777777778,2.0510311740077567,2.764380815061557
N,257,326,268.96,267.0,3.2248013975366345,11.703557426188679,48,65,58.30769230769231,58.0,-0.8300242264669548,1.8602794072613884,69,85,78.0,80.0,-0.3780001151963337,-1.2464328180737216,0.06666666666666667,0.12222222222222222,0.07744444444444444,0.075,3.0213811936160586,10.28187575448609
V,257,306,270.36,267.0,1.5576926582653485,1.7900952935622616,32,68,56.88461538461539,57.0,-2.70019862258692,10.62456902582004,72,95,80.72,82.0,0.33338810562657584,0.19930943351624109,0.06666666666666667,0.225,0.08611111111111112,0.075,3.2541764735005536,10.264429737637538
V,180,469,273.56,272.0,1.1073255606986667,2.710205956339828,48,76,59.34615384615385,58.5,0.8286519191927356,0.7563220245674165,64,108,83.48,83.0,0.8780212486605509,0.8640151607658115,0.07222222222222222,0.225,0.09833333333333334,0.08333333333333333,2.2250620886646195,5.360570612437229
F,244,287,264.32,266.0,0.46218801131249726,-0.41905076328461544,50,63,56.19230769230769,56.5,-0.01888173808295095,-0.5720922602249674,68,93,81.84,82.0,-0.19526944264818213,0.5694485545291399,0.06388888888888888,0.10555555555555556,0.0828888888888889,0.08055555555555556,0.5625213181013335,0.09006737007752497
A,168,320,263.03846153846155,261.5,-1.1226647529148592,2.5358809498837163,45,75,56.96296296296296,56.0,1.531429887330274,3.785391939537126,72,98,80.84615384615384,82.0,0.6083714432177644,0.3624262901884294,0.06944444444444445,0.12777777777777777,0.08247863247863249,0.07777777777777778,2.6513005358392876,6.151294227789238
A,224,319,268.08,267.0,0.5239426676819798,2.4909502350180626,50,76,56.88461538461539,56.5,2.627294991173753,9.284466961804448,57,100,80.0,81.0,-0.526500331390726,1.5483244198411201,0.03888888888888889,0.10277777777777777,0.078,0.08055555555555556,-1.59295013510111,6.637616637635178
N,252,294,268.32,267.0,0.7940622813998554,0.44466742526522474,48,64,57.69230769230769,57.5,-0.7358951085259812,1.9244003156353529,71,87,78.24,77.0,0.21519116208451397,-1.4159643795336574,0.06944444444444445,0.1388888888888889,0.08933333333333333,0.08055555555555556,1.4259955125988106,0.25555502526518614
A,252,285,265.0,265.0,0.7049378646704906,-0.3605124958401307,42,62,55.15384615384615,55.0,-1.3942141720833383,2.261109493778167,74,104,82.52,83.0,1.4196087301106843,4.269151888712837,0.075,0.1,0.08388888888888889,0.08055555555555556,0.8156089296435111,-0.39258818866428546
N,160,276,258.14814814814815,261.0,-4.24909089794691,18.111922496597913,51,65,57.142857142857146,57.0,0.15181566561378215,0.5477222359994172,50,105,79.62962962962963,80.0,-0.44263013315584376,3.545868502829671,0.07222222222222222,0.17222222222222222,0.0829218106995885,0.08055555555555556,4.1294087200337035,17.15808408856659
A,205,325,261.0769230769231,259.0,0.6314107809540273,8.009652009310567,46,77,57.2962962962963,57.0,1.9072363575779656,7.947954166781626,68,89,79.07692307692308,81.0,-0.41908322134496984,-0.6947104146800505,0.06666666666666667,0.11388888888888889,0.07991452991452992,0.07777777777777778,2.24930424409338,7.124924646968063
V,115,280,257.14814814814815,262.0,-4.23941509887031,17.94685454650503,38,79,56.642857142857146,57.0,0.278661988677757,2.633490677999985,55,126,81.48148148148148,81.0,1.6032582906376807,5.504208353869565,0.05555555555555555,0.19722222222222222,0.08148148148148149,0.07777777777777778,4.020588376094443,16.634506920415227
V,212,315,261.51851851851853,260.0,0.8253774118301584,4.302609896689633,46,69,56.357142857142854,56.5,0.34691287090880896,1.6586266306250508,60,110,78.92592592592592,79.0,1.284298768164098,4.024880176969365,0.06944444444444445,0.23333333333333334,0.09125514403292184,0.07777777777777778,2.6657055088109294,6.7033963288105145
N,254,294,266.0769230769231,264.0,1.3902468427709869,1.6722861917141447,37,62,56.44444444444444,57.0,-2.307710006318086,6.551201670807737,67,92,79.26923076923077,80.5,-0.3356172063436768,0.009424345171849868,0.06944444444444445,0.16944444444444445,0.08931623931623932,0.08333333333333333,2.515195289556605,6.092167470886061
A,245,283,264.0,265.0,-0.3576354674135442,-0.36654908240997175,49,62,55.77777777777778,56.0,-0.24959657306592026,-0.9163239669421488,71,109,81.96153846153847,83.0,1.5610293611797705,5.111757151210057,0.06944444444444445,0.11944444444444445,0.07895299145299145,0.07777777777777778,3.643208334130703,14.156089102874663
A,242,302,265.84,267.0,0.4264523059172024,0.75678643878731,42,72,56.61538461538461,57.0,0.3622413407070388,1.8003749898566737,70,102,80.44,81.0,1.1032163488550009,2.7222908625117093,0.06944444444444445,0.10277777777777777,0.07933333333333334,0.07777777777777778,1.8281027150951155,3.7984596137305395
N,249,335,262.46153846153845,258.0,2.8803044038214285,9.254974884183023,49,60,55.44444444444444,56.0,-0.418000716493019,-0.5564614206567278,72,92,79.46153846153847,79.5,0.4156964678340715,-0.542580096439321,0.06944444444444445,0.1361111111111111,0.08098290598290599,0.08055555555555556,3.2804734227303967,11.99451700130975
